time(UTC),error,lowalarm,highalarm,Accumulated Real Energy Net (kWh),"Real Energy Quadrants 1 & 4, Import (kWh)","Real Energy Quadrants 2 & 3, Export (kWh)",Reactive Energy Quadrant 1 (VARh),Reactive Energy Quadrant 2 (VARh),Reactive Energy Quadrant 3 (VARh),Reactive Energy Quadrant 4 (VARh),Apparent Energy Net (VAh),Apparent Energy Quadrants 1 & 4 (VAh),Apparent Energy Quadrants 2 & 3 (VAh),Total Net Instantaneous Real Power (kW),Total Net Instantaneous Reactive Power (kVAR),Total Net Instantaneous Apparent Power (kVA),Total Power Factor,"Voltage, L-L, 3p Ave (Volts)","Voltage, L-N, 3p Ave (Volts)","Current, 3p Ave (Amps)",Frequency (Hz),Total Real Power Present Demand (kW),Total Reactive Power Present Demand (kVAR),Total Apparent Power Present Demand (kVA),"Total Real Power Max Demand, Import (kW)","Total Reactive Power Max Demand, Import (kVAR)","Total Apparent Power Max Demand, Import (kVA)","Total Real Power Max Demand, Export (kW)","Total Reactive Power Max Demand, Export (kVAR)","Total Apparent Power Max Demand, Export (kVA)","Accumulated Real Energy, Phase A, Import (kW)","Accumulated Real Energy, Phase B, Import (kW)","Accumulated Real Energy, Phase C, Import (kW)","Accumulated Real Energy, Phase A, Export (kW)","Accumulated Real Energy, Phase B, Export (kW)","Accumulated Real Energy, Phase C, Export (kW)","Accumulated Q1 Reactive Energy, Phase A, Import (VARh)","Accumulated Q1 Reactive Energy, Phase B, Import (VARh)","Accumulated Q1 Reactive Energy, Phase C, Import (VARh)","Accumulated Q2 Reactive Energy, Phase A, Import (VARh)","Accumulated Q2 Reactive Energy, Phase B, Import (VARh)","Accumulated Q2 Reactive Energy, Phase C, Import (VARh)","Accumulated Q3 Reactive Energy, Phase A, Export (VARh)","Accumulated Q3 Reactive Energy, Phase B, Export (VARh)","Accumulated Q3 Reactive Energy, Phase C, Export (VARh)","Accumulated Q4 Reactive Energy, Phase A, Export (VARh)","Accumulated Q4 Reactive Energy, Phase B, Export (VARh)","Accumulated Q4 Reactive Energy, Phase C, Export (VARh)","Accumulated Apparent Energy, Phase A, Import (VAh)","Accumulated Apparent Energy, Phase B, Import (VAh)","Accumulated Apparent Energy, Phase C, Import (VAh)","Accumulated Apparent Energy, Phase A, Export (VAh)","Accumulated Apparent Energy, Phase B, Export (VAh)","Accumulated Apparent Energy, Phase C, Export (VAh)","Real Power, Phase A (kW)","Real Power, Phase B (kW)","Real Power, Phase C (kW)","Reactive Power, Phase A (kVAR)","Reactive Power, Phase B (kVAR)","Reactive Power, Phase C (kVAR)","Apparent Power, Phase A (kVA)","Apparent Power, Phase B (kVA)","Apparent Power, Phase C (kVA)","Power Factor, Phase A","Power Factor, Phase B","Power Factor, Phase C","Voltage, Phase A-B (Volts)","Voltage, Phase B-C (Volts)","Voltage, Phase A-C (Volts)","Voltage, Phase A-N (Volts)","Voltage, Phase B-N (Volts)","Voltage, Phase C-N (Volts)","Current, Phase A (Amps)","Current, Phase B (Amps)","Current, Phase C (Amps)"
10/9/2023 23:15,0,0,0,351819,351846.19,27.18,19003.67,2517.01,0.44,12412.12,369538.97,369969.84,430.87,0.85,0,0.85,1,344.75,185.03,1.81,59.91,0.61,0.02,0.61,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.53,148177.56,58611.09,4.66,4.35,18.17,7390.57,8861.6,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151655.92,155824.28,60485.52,241.6,83.97,2197.47,0.39,0.46,0,-0.02,0.02,0,0.39,0.46,0,1,1,1,479.26,277.7,277.28,277.23,277.7,0.15,2.54,2.86,0.04
10/9/2023 23:30,0,0,0,351819.09,351846.28,27.18,19003.68,2517.01,0.44,12412.12,369539.06,369969.94,430.87,0.28,0.04,0.28,0.99,344.12,184.74,1.45,60.02,0.41,0.04,0.41,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.56,148177.61,58611.09,4.66,4.35,18.17,7390.57,8861.61,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151655.97,155824.33,60485.52,241.6,83.97,2197.47,0.12,0.15,0,0.01,0.03,0,0.12,0.16,0,1,0.98,1,478.26,277.25,276.85,276.81,277.26,0.15,2,2.32,0.04
10/9/2023 23:45,0,0,0,351819.16,351846.34,27.18,19003.7,2517.01,0.44,12412.13,369539.13,369970,430.87,0.33,0.05,0.34,0.99,344.78,184.98,1.46,60.02,0.31,0.05,0.32,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.61,148177.66,58611.09,4.66,4.35,18.17,7390.57,8861.63,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656,155824.38,60485.52,241.6,83.97,2197.47,0.15,0.19,0,0,0.06,0,0.15,0.19,0,1,0.95,1,479.5,277.64,277.19,277.14,277.64,0.15,2.05,2.29,0.04
10/10/2023 0:00,0,0,0,351819.22,351846.41,27.18,19003.71,2517.01,0.44,12412.13,369539.22,369970.09,430.87,0.22,0.09,0.24,0.93,345.56,185.44,1.39,60.01,0.33,0.05,0.33,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.64,148177.7,58611.09,4.66,4.35,18.17,7390.58,8861.64,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.05,155824.42,60485.52,241.6,83.97,2197.47,0.1,0.13,0,0.02,0.06,0,0.1,0.14,0,0.98,0.89,1,480.49,278.08,278.11,278.06,278.1,0.15,1.94,2.2,0.04
10/10/2023 0:15,0,0,0,351819.25,351846.44,27.18,19003.73,2517.01,0.44,12412.13,369539.25,369970.13,430.87,0.04,0.07,0.08,0.52,343.9,184.61,1.4,60.02,0.21,0.08,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.64,148177.72,58611.09,4.66,4.35,18.17,7390.58,8861.66,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.06,155824.45,60485.52,241.6,83.97,2197.47,0.02,0.03,0,0.02,0.06,0,0.02,0.06,0,0.7,0.46,1,477.98,276.88,276.84,276.79,276.89,0.15,1.93,2.23,0.04
10/10/2023 0:30,0,0,0,351819.28,351846.47,27.18,19003.77,2517.01,0.44,12412.13,369539.28,369970.16,430.87,0.02,0.23,0.23,0.07,344.51,184.85,0.29,60.01,0.04,0.09,0.1,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.72,58611.09,4.66,4.35,18.17,7390.59,8861.68,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.08,155824.47,60485.52,241.6,83.97,2197.47,0,0.01,0,0.08,0.15,0,0.08,0.15,0,0.05,0.09,1,479.08,277.39,277.07,277.02,277.39,0.15,0.32,0.55,0.01
10/10/2023 0:45,0,0,0,351819.28,351846.47,27.18,19003.83,2517.01,0.44,12412.13,369539.34,369970.22,430.87,0.01,0.23,0.23,0.04,343.76,184.55,0.3,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.73,58611.09,4.66,4.35,18.17,7390.61,8861.72,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.09,155824.5,60485.52,241.6,83.97,2197.47,0,0.01,0,0.09,0.13,0,0.09,0.14,0,0.01,0.06,1,477.76,276.62,276.91,276.86,276.64,0.15,0.35,0.54,0
10/10/2023 1:00,0,0,0,351819.28,351846.47,27.18,19003.88,2517.01,0.44,12412.13,369539.41,369970.28,430.87,0.02,0.23,0.23,0.07,344.05,184.62,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.73,58611.09,4.66,4.35,18.17,7390.64,8861.75,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.13,155824.55,60485.52,241.6,83.97,2197.47,0,0.01,0,0.08,0.15,0,0.08,0.15,0,0.05,0.08,1,478.33,276.94,276.77,276.72,276.94,0.15,0.32,0.56,0
10/10/2023 1:15,0,0,0,351819.28,351846.47,27.18,19003.94,2517.01,0.44,12412.13,369539.44,369970.31,430.87,0.01,0.23,0.23,0.06,345.01,185.16,0.3,59.87,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.73,58611.09,4.66,4.35,18.17,7390.66,8861.79,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.14,155824.58,60485.52,241.6,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.08,1,479.66,277.75,277.62,277.58,277.76,0.15,0.34,0.54,0
10/10/2023 1:30,0,0,0,351819.28,351846.47,27.18,19004,2517.01,0.44,12412.13,369539.5,369970.38,430.87,0.01,0.25,0.25,0.04,344.84,185.1,0.31,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.73,58611.09,4.66,4.35,18.17,7390.68,8861.82,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.16,155824.61,60485.52,241.6,83.97,2197.47,0,0.01,0,0.1,0.14,0,0.1,0.15,0,0,0.07,1,479.32,277.53,277.66,277.61,277.53,0.15,0.38,0.55,0
10/10/2023 1:45,0,0,0,351819.28,351846.47,27.18,19004.06,2517.01,0.44,12412.13,369539.56,369970.44,430.87,0.01,0.24,0.24,0.05,344.91,185.11,0.31,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.73,58611.09,4.66,4.35,18.17,7390.7,8861.86,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.19,155824.64,60485.52,241.6,83.97,2197.47,0,0.01,0,0.09,0.13,0,0.1,0.15,0,0.01,0.07,1,479.52,277.69,277.52,277.47,277.71,0.15,0.36,0.55,0
10/10/2023 2:00,0,0,0,351819.28,351846.47,27.18,19004.11,2517.02,0.44,12412.13,369539.63,369970.5,430.87,0.01,0.24,0.24,0.05,345.2,185.34,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.73,58611.09,4.66,4.35,18.17,7390.72,8861.89,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.2,155824.67,60485.52,241.6,83.97,2197.47,0,0.01,0,0.1,0.14,0,0.1,0.15,0,0.02,0.08,1,479.88,278.01,277.89,277.84,278.03,0.15,0.37,0.55,0
10/10/2023 2:15,0,0,0,351819.28,351846.47,27.18,19004.17,2517.02,0.44,12412.13,369539.69,369970.56,430.87,0.01,0.23,0.23,0.06,345.03,185.21,0.29,60.07,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.75,58611.09,4.66,4.35,18.17,7390.75,8861.93,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.22,155824.73,60485.52,241.6,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.08,1,479.58,277.93,277.58,277.52,277.94,0.15,0.34,0.53,0
10/10/2023 2:30,0,0,0,351819.28,351846.47,27.18,19004.23,2517.02,0.44,12412.13,369539.75,369970.63,430.87,0.01,0.24,0.24,0.06,345.74,185.53,0.3,59.96,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.75,58611.09,4.66,4.35,18.17,7390.77,8861.96,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.25,155824.77,60485.52,241.6,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,480.69,278.46,278.04,278,278.46,0.15,0.34,0.54,0.01
10/10/2023 2:45,0,0,0,351819.31,351846.5,27.18,19004.29,2517.02,0.44,12412.13,369539.81,369970.69,430.87,0.01,0.24,0.24,0.05,345.72,185.52,0.31,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.75,58611.09,4.66,4.35,18.17,7390.79,8862,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.27,155824.8,60485.52,241.6,83.97,2197.47,0,0.01,0,0.09,0.15,0,0.1,0.15,0,0.01,0.07,1,480.68,278.46,278.01,277.97,278.46,0.15,0.36,0.56,0
10/10/2023 3:00,0,0,0,351819.31,351846.5,27.18,19004.34,2517.02,0.44,12412.13,369539.88,369970.75,430.87,0.01,0.23,0.23,0.06,345.86,185.58,0.3,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.75,58611.09,4.66,4.35,18.17,7390.81,8862.04,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.3,155824.83,60485.52,241.6,83.97,2197.47,0,0.01,0,0.09,0.15,0,0.09,0.15,0,0.04,0.08,1,480.93,278.55,278.1,278.05,278.56,0.15,0.34,0.55,0.01
10/10/2023 3:15,0,0,0,351819.31,351846.5,27.18,19004.4,2517.02,0.44,12412.13,369539.94,369970.81,430.87,0.01,0.23,0.23,0.06,345.73,185.52,0.3,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.75,58611.09,4.66,4.35,18.17,7390.84,8862.07,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.31,155824.88,60485.52,241.6,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.15,0,0.03,0.07,1,480.74,278.56,277.9,277.84,278.56,0.15,0.34,0.55,0.01
10/10/2023 3:30,0,0,0,351819.31,351846.5,27.18,19004.46,2517.02,0.44,12412.13,369540,369970.88,430.87,0.02,0.22,0.22,0.07,345.73,185.6,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.75,58611.09,4.66,4.35,18.17,7390.86,8862.11,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.33,155824.91,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.13,0,0.09,0.13,0,0.04,0.09,1,480.52,278.44,278.25,278.19,278.44,0.15,0.33,0.52,0.01
10/10/2023 3:45,0,0,0,351819.31,351846.5,27.18,19004.52,2517.02,0.44,12412.13,369540.03,369970.91,430.87,0.01,0.22,0.22,0.06,340.12,182.55,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.77,58611.09,4.66,4.35,18.17,7390.88,8862.14,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.36,155824.94,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,472.83,273.76,273.78,273.74,273.76,0.15,0.33,0.52,0.01
10/10/2023 4:00,0,0,0,351819.31,351846.5,27.18,19004.57,2517.02,0.44,12412.13,369540.09,369970.97,430.87,0.01,0.23,0.23,0.06,342.93,184.05,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.77,58611.09,4.66,4.35,18.17,7390.9,8862.18,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.38,155824.97,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,476.76,276.05,275.97,275.92,276.07,0.15,0.34,0.53,0
10/10/2023 4:15,0,0,0,351819.31,351846.5,27.18,19004.63,2517.02,0.44,12412.13,369540.16,369971.03,430.87,0.01,0.23,0.23,0.06,342.81,183.98,0.29,59.88,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.77,58611.09,4.66,4.35,18.17,7390.92,8862.21,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.39,155825,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,476.6,275.95,275.89,275.84,275.96,0.15,0.34,0.54,0
10/10/2023 4:30,0,0,0,351819.31,351846.5,27.18,19004.69,2517.02,0.44,12412.13,369540.22,369971.09,430.87,0.01,0.24,0.24,0.04,343.74,184.44,0.3,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.77,58611.09,4.66,4.35,18.17,7390.94,8862.25,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.42,155825.05,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.02,0.06,1,478.01,276.65,276.56,276.51,276.66,0.15,0.35,0.55,0
10/10/2023 4:45,0,0,0,351819.31,351846.5,27.18,19004.74,2517.02,0.44,12412.13,369540.28,369971.16,430.87,0.01,0.24,0.22,0.07,344.2,184.69,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.77,58611.09,4.66,4.35,18.17,7390.97,8862.28,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.44,155825.08,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.15,0,0.09,0.15,0,0.02,0.07,1,478.6,277.08,276.91,276.85,277.09,0.15,0.36,0.55,0
10/10/2023 5:00,0,0,0,351819.34,351846.53,27.18,19004.8,2517.02,0.44,12412.13,369540.31,369971.19,430.87,0.01,0.24,0.24,0.04,344.52,184.87,0.3,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.77,58611.09,4.66,4.35,18.17,7390.99,8862.32,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.47,155825.11,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.15,0,0.09,0.15,0,0.01,0.06,1,479.04,277.52,276.99,276.94,277.52,0.15,0.36,0.55,0
10/10/2023 5:15,0,0,0,351819.34,351846.53,27.18,19004.86,2517.02,0.44,12412.13,369540.38,369971.25,430.87,0.01,0.23,0.23,0.06,343.02,184.07,0.29,59.99,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.78,58611.09,4.66,4.35,18.17,7391.01,8862.35,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.48,155825.14,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,476.97,276.24,275.85,275.8,276.25,0.15,0.33,0.54,0
10/10/2023 5:30,0,0,0,351819.34,351846.53,27.18,19004.91,2517.02,0.44,12412.13,369540.44,369971.31,430.87,0.01,0.23,0.23,0.06,343.67,184.41,0.29,59.91,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.78,58611.09,4.66,4.35,18.17,7391.03,8862.39,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.5,155825.17,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,477.88,276.75,276.38,276.32,276.76,0.15,0.34,0.54,0
10/10/2023 5:45,0,0,0,351819.34,351846.53,27.18,19004.97,2517.02,0.44,12412.13,369540.5,369971.38,430.87,0.01,0.24,0.23,0.06,344.28,184.73,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.66,148177.78,58611.09,4.66,4.35,18.17,7391.05,8862.42,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.53,155825.22,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.05,0.06,1,478.83,277.24,276.93,276.88,277.24,0.15,0.34,0.54,0
10/10/2023 6:00,0,0,0,351819.34,351846.53,27.18,19005.03,2517.02,0.44,12412.13,369540.56,369971.44,430.87,0.01,0.23,0.23,0.06,344.19,184.7,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.78,58611.09,4.66,4.35,18.17,7391.08,8862.46,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.55,155825.25,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.08,1,478.58,277.09,276.89,276.83,277.1,0.15,0.33,0.53,0
10/10/2023 6:15,0,0,0,351819.34,351846.53,27.18,19005.09,2517.02,0.44,12412.13,369540.59,369971.47,430.87,0.02,0.22,0.22,0.07,343.95,184.55,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.78,58611.09,4.66,4.35,18.17,7391.1,8862.49,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.58,155825.28,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.05,0.08,1,478.3,276.89,276.65,276.6,276.9,0.15,0.33,0.53,0
10/10/2023 6:30,0,0,0,351819.34,351846.53,27.18,19005.14,2517.02,0.44,12412.13,369540.66,369971.53,430.87,0.01,0.23,0.23,0.06,343.49,184.31,0.29,59.93,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.78,58611.09,4.66,4.35,18.17,7391.12,8862.53,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.59,155825.31,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,477.65,276.51,276.3,276.25,276.52,0.15,0.34,0.54,0
10/10/2023 6:45,0,0,0,351819.34,351846.53,27.18,19005.2,2517.02,0.44,12412.13,369540.72,369971.59,430.87,0.01,0.23,0.23,0.06,343.94,184.58,0.29,59.91,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.8,58611.09,4.66,4.35,18.17,7391.14,8862.56,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.61,155825.34,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,478.25,276.95,276.73,276.69,276.96,0.15,0.34,0.54,0
10/10/2023 7:00,0,0,0,351819.34,351846.53,27.18,19005.26,2517.02,0.44,12412.13,369540.78,369971.66,430.87,0.02,0.22,0.22,0.07,343.97,184.54,0.28,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.8,58611.09,4.66,4.35,18.17,7391.17,8862.6,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.64,155825.41,60485.52,241.61,83.97,2197.47,0,0.01,0,0.08,0.14,0,0.08,0.14,0,0.06,0.08,1,478.4,276.96,276.56,276.5,276.97,0.15,0.32,0.54,0
10/10/2023 7:15,0,0,0,351819.34,351846.53,27.18,19005.32,2517.02,0.44,12412.13,369540.84,369971.72,430.87,0.01,0.23,0.23,0.05,344.67,184.96,0.3,60,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.8,58611.09,4.66,4.35,18.17,7391.19,8862.63,2751.5,239.63,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.66,155825.44,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.02,0.07,1,479.24,277.43,277.33,277.27,277.45,0.15,0.35,0.54,0.01
10/10/2023 7:30,0,0,0,351819.38,351846.56,27.18,19005.38,2517.02,0.44,12412.13,369540.88,369971.75,430.87,0.02,0.22,0.22,0.08,346.75,186.08,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.8,58611.09,4.66,4.35,18.17,7391.21,8862.67,2751.5,239.64,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.67,155825.47,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.13,0,0.09,0.13,0,0.05,0.09,1,482.11,279.06,279.07,279.01,279.07,0.15,0.33,0.52,0.01
10/10/2023 7:45,0,0,0,351819.38,351846.56,27.18,19005.43,2517.02,0.44,12412.13,369540.94,369971.81,430.87,0.01,0.23,0.23,0.06,346.44,185.89,0.29,59.89,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.8,58611.09,4.66,4.35,18.17,7391.23,8862.71,2751.5,239.64,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.72,155825.5,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,481.75,278.91,278.66,278.6,278.93,0.15,0.34,0.54,0
10/10/2023 8:00,0,0,0,351819.38,351846.56,27.18,19005.49,2517.02,0.44,12412.13,369541,369971.88,430.87,0.01,0.23,0.23,0.06,346.73,186.08,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.8,58611.09,4.66,4.35,18.17,7391.25,8862.74,2751.5,239.64,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.73,155825.55,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.08,1,482.06,279.15,278.98,278.92,279.17,0.15,0.34,0.54,0
10/10/2023 8:15,0,0,0,351819.38,351846.56,27.18,19005.55,2517.02,0.44,12412.13,369541.09,369971.97,430.87,0.01,0.23,0.23,0.05,346.54,185.95,0.3,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.81,58611.09,4.66,4.35,18.17,7391.28,8862.78,2751.5,239.64,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.77,155825.58,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.02,0.07,1,481.89,278.92,278.81,278.75,278.94,0.15,0.35,0.54,0
10/10/2023 8:30,0,0,0,351819.38,351846.56,27.18,19005.61,2517.02,0.44,12412.13,369541.16,369972.03,430.87,0.01,0.23,0.23,0.06,346.22,185.75,0.29,59.92,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.81,58611.09,4.66,4.35,18.17,7391.3,8862.81,2751.5,239.64,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.78,155825.61,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.08,1,481.5,278.7,278.45,278.39,278.72,0.15,0.34,0.54,0
10/10/2023 8:45,0,0,0,351819.38,351846.56,27.18,19005.66,2517.02,0.44,12412.13,369541.22,369972.09,430.87,0.02,0.23,0.24,0.05,346.11,185.71,0.31,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.81,58611.09,4.66,4.35,18.17,7391.32,8862.85,2751.5,239.64,81.6,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.8,155825.64,60485.52,241.61,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.15,0,0.05,0.08,1,481.29,278.56,278.29,278.23,278.58,0.15,0.33,0.55,0.01
